스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치년도,관리기관명,관리기관전화번호,데이터기준일자
01,11,진천군,원덕로,,충청북도 진천군 진천읍 성석리 627-1,36.8615037 ,127.4514794 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,충청북도 진천군 진천읍 원덕로 368,충청북도 진천군 진천읍 성석리 661-1,36.8591887 ,127.4497577 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,,충청북도 진천군 진천읍 성석리 694,36.8623291 ,127.4506885 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,덕금로,,충청북도 진천군 진천읍 송두리 150-1,36.8695985 ,127.4618753 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,덕금로,,충청북도 진천군 진천읍 송두리 155-1,36.8698145 ,127.4618065 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,농다리로,,충청북도 진천군 진천읍 신정리 388-43,36.8473494 ,127.4561216 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,,충청북도 진천군 진천읍 신정리 599-1,36.8528493 ,127.4488610 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,,충청북도 진천군 진천읍 신정리 638,36.8501957 ,127.4460318 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,충청북도 진천군 진천읍 원덕로 233,충청북도 진천군 진천읍 신정리 산24-7,36.8470062 ,127.4481179 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원앙길 ,충청북도 진천군 진천읍 원앙길 48-14,충청북도 진천군 진천읍 신정리 산24-7,36.8470250 ,127.4482748 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,,충청북도 진천군 진천읍 원덕리 산35-16,36.8391231 ,127.4313231 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 91,충청북도 진천군 진천읍 읍내리  474-1 ,36.8584887 ,127.4445479 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,중앙동로,충청북도 진천군 진천읍 중앙동로 56,충청북도 진천군 진천읍 읍내리  56-2 ,36.8549748 ,127.4447078 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,중앙동로,충청북도 진천군 진천읍 중앙동로 82 전내과의원,충청북도 진천군 진천읍 읍내리 102-9,36.8573191 ,127.4449600 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
04,11,진천군,중앙동로,,충청북도 진천군 진천읍 읍내리 153,36.8591013 ,127.4445098 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,백사천길,충청북도 진천군 진천읍 백사천길 37-12,충청북도 진천군 진천읍 읍내리 185-36,36.8613129 ,127.4433723 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,문화7길,,충청북도 진천군 진천읍 읍내리 220-4,36.8616824 ,127.4395453 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,중앙북로,충청북도 진천군 진천읍 중앙북로 48,충청북도 진천군 진천읍 읍내리 288-16,36.8585319 ,127.4422373 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,원덕로,,충청북도 진천군 진천읍 읍내리 34-1,36.8559960 ,127.4492086 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 35 상산초등학교,충청북도 진천군 진천읍 읍내리 358-2,36.8548298 ,127.4387542 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,중앙서3길,충청북도 진천군 진천읍 중앙서3길 2,충청북도 진천군 진천읍 읍내리 368-1,36.8557729 ,127.4419321 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 82-2,충청북도 진천군 진천읍 읍내리 395-26,36.8546431 ,127.4431514 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 90,충청북도 진천군 진천읍 읍내리 395-4,36.8547195 ,127.4440704 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,,충청북도 진천군 진천읍 읍내리 413-3,36.8546868 ,127.4409307 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,포석길,,충청북도 진천군 진천읍 읍내리 467-2,36.8565718 ,127.4393470 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 91,충청북도 진천군 진천읍 읍내리 474-1,36.8589557 ,127.4403614 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 91,충청북도 진천군 진천읍 읍내리 474-1,36.8553179 ,127.4448399 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 91,충청북도 진천군 진천읍 읍내리 474-1,36.8546804 ,127.4414915 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,남산길 ,,충청북도 진천군 진천읍 읍내리 559,36.8542970 ,127.4442865 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,상산로,충청북도 진천군 진천읍 상산로 70,충청북도 진천군 진천읍 읍내리 584,36.8545465 ,127.4417504 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,중앙북1길,충청북도 진천군 진천읍 중앙북1길 11-2 미래산부인과,충청북도 진천군 진천읍 읍내리 657,36.8601153 ,127.4397474 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,문화6길,,충청북도 진천군 진천읍 장관리 135-22,36.8647995 ,127.4317278 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,진광로,,충청북도 진천군 진천읍 장관리 6-2,36.8718718 ,127.4408507 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,진광로,,충청북도 진천군 진천읍 장관리 6-9,36.8719471 ,127.4415232 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,장관교,,충청북도 진천군 진천읍 행정리 880-3,36.8665969 ,127.4232017 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
01,11,진천군,초평로,,충청북도 진천군 초평면  중석리 384-1 ,36.8462640 ,127.4983681 ,01,N,전류센서,방범,N,N,N,N,Y,Y,양방향관제시스템,천재지변이나 위급한 상황시 원격으로 분전함 제어및 고장시 문자 통보,전력값 측정,2014,충청북도 진천군,043-539-3362,2018-08-01
