,스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
3139,1,부산광역시,서구,충무로 해수랜드 앞,,부산광역시 서구 남부민동 523-77,35.082583,129.024956,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3140,1,부산광역시,서구,송도 봄여름가을겨울아파트,,부산광역시 서구 암남동 679-17,35.078358,129.019241,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3141,1,부산광역시,서구,송도해수욕장 진입로2차,,부산광역시 서구 암남동 313-2,35.078048,129.016178,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3142,1,부산광역시,서구,송도교차로,,부산광역시 서구 암남동 219-6,35.078546,129.018516,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3143,1,부산광역시,서구,동대1가흑교삼성전자( 6 7 3 2 5 6 7 ),부산광역시 서구 보수대로 135,부산 서구 동대신동1가 330-4,35.107788,129.022156,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3144,1,부산광역시,서구,감천항배면도로(웅도)( SC141629248 ),,부산광역시 서구 암남동 633-14,35.071334,129.007653,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3145,1,부산광역시,서구,감천항배면도로(동양시멘트)( SC141629296 ),,부산광역시 서구 암남동 633-2,35.071712,129.007395,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3146,1,부산광역시,서구,감천항배면도로(동양시멘트)( 1063497 ),,부산광역시 서구 암남동 645-13,35.074493,129.005938,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3147,1,부산광역시,서구,감천항배면도로(동원산업)( SC141629305 ),,부산광역시 서구 암남동 710,35.077358,129.005645,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3148,1,부산광역시,서구,원양어업집산도로( LG141145987 ),,부산광역시 서구 암남동 산 100-2,35.067157,129.010445,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3149,1,부산광역시,서구,원양어업집산도로참손푸드 앞(  LG141145985 ),,부산광역시 서구 암남동 625-31,35.066879,129.010337,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3150,1,부산광역시,서구,원양어업집산도로(  LG141146078 ),,부산광역시 서구 암남동 719,35.062222,129.011559,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3151,1,부산광역시,서구,국제수산물도매시장해안측( 1501568),,부산광역시 서구 암남동 761,35.059955,129.011165,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3152,1,부산광역시,서구,국제수산물도매시장암남공원 측( 1031817),,부산광역시 서구 암남동 761-2,35.060184,129.011349,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3153,1,부산광역시,서구,원양로142,,부산광역시 서구 암남동 728-12,35.065567,129.013208,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3154,1,부산광역시,서구,원양로295 맞은편,,부산광역시 서구 암남동 669-5,35.077387,129.005948,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3155,1,부산광역시,서구,아미치안센타~까치사이길 입구,,부산광역시 서구 아미동2가 133-9,35.099949,129.015242,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3156,1,부산광역시,서구,토성상가∼ 국민은행간( 1233883 ),부산광역시 서구 까치고개로 237,부산 서구 토성동2가 22-7,35.099777,129.021833,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3157,1,부산광역시,서구,대학병원∼ 까치고개 진입로( 1190641 ),,부산광역시 서구 아미동2가 50-1,35.099972,129.017918,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3158,1,부산광역시,서구,까치사이길 입구∼ 까치고개87번종점간( LG150288585 ),부산광역시 서구 까치고개로 125-1,부산 서구 아미동2가 236-84,35.102067,129.011081,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3159,1,부산광역시,서구,아미전원빌라∼ 사하경계간( 4057711 ),,부산광역시 서구 아미동2가 261-127,35.104396,129.011226,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3160,1,부산광역시,서구,행복마을 도로,,부산광역시 서구 아미동2가 237-213,35.100896,129.010379,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3161,1,부산광역시,서구,부산대학병원 건너편,부산광역시 서구 까치고개로 212-1,부산 서구 아미동1가 18-4,35.099706,129.019043,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3162,1,부산광역시,서구,"대티고개 동아맨션∼ 서구,사하경계지점( 1068293 )",,부산광역시 서구 서대신동2가 470-2,35.108661,129.009059,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3163,1,부산광역시,서구,협성르네상스 ∼ 자유아파트간( 6698688 ),,부산광역시 서구 서대신동3가 694-1,35.112277,129.010547,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3164,1,부산광역시,서구,부산터널입구(2번배전함 맞은편)( PS140402291 ),,부산광역시 서구 동대신동2가 155-3,35.111998,129.023011,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3165,1,부산광역시,서구,동대사거리 조명탑,,부산광역시 서구 동대신동1가 75-4,35.111313,129.022116,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3166,1,부산광역시,서구,대영로타리∼보수복개도로(LG140649137),,부산광역시 서구 부용동1가 1-2,35.107368,129.022174,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3167,1,부산광역시,서구,대영로타리∼ 서여고간(6432355),,부산광역시 서구 동대신동2가 242-2,35.112894,129.020797,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3168,1,부산광역시,서구,구덕운동장∼ 구덕터널간( 0125292 ),,부산광역시 서구 동대신동3가 13-34,35.118127625,129.015799772,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3169,1,부산광역시,서구,서여고∼ 운동장입구( 6431826 ),,부산광역시 서구 동대신동3가 295,35.114844,129.018969,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3170,1,부산광역시,서구,대신중학∼ 구덕터널 입구( LG150288672 ),,부산광역시 서구 서대신동3가 44-9,35.119621,129.012319,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3171,1,부산광역시,서구,보수로 구청 앞 ( TH141166975 ),,부산광역시 서구 충무동1가 43-1,35.097681,129.025253,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3172,1,부산광역시,서구,영락교회∼ 토성상가간(LG141351226),,부산광역시 서구 토성동1가 57,35.101148,129.022388,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3173,1,부산광역시,서구,부산터널입구∼ 흑교로간( LG141203439 ),,부산광역시 서구 동대신동1가 289-1,35.109669,129.022729,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3174,1,부산광역시,서구,구덕운동장 입구,,부산광역시 서구 동대신동3가 222-5,35.116401,129.017501,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3175,1,부산광역시,서구,서여고 정문 앞( KH140537931  ),,부산광역시 서구 동대신동2가 57-5,35.112921,129.021214,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3176,1,부산광역시,서구,구덕초교 앞( LG141124230 ),,부산광역시 서구 서대신동3가 706-1,35.120117,129.011945,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3177,1,부산광역시,서구,17번 배전함 맞은편(  LG141405218 ),,부산광역시 서구 동대신동3가 389,35.114498,129.019061,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3178,1,부산광역시,서구,동대신사거리 ~ 흑교사거리,,부산광역시 서구 동대신동1가 88-1,35.109841,129.022368,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3179,1,부산광역시,서구,부산여중,,부산광역시 서구 서대신동3가 755,35.118594,129.015011,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3180,1,부산광역시,서구,무진장숫불갈비-제일종합정비(부민캠퍼스 2차),,부산광역시 서구 부민동1가 39,35.104701,129.021289,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3181,1,부산광역시,서구,구덕터널앞 ~ 구덕운동장 앞(중앙화단),,부산광역시 서구 서대신동3가 78-24,35.118595,129.014165,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3182,1,부산광역시,서구,구덕터널 앞(조명탑),,부산광역시 서구서대신동3가 21,35.120645,129.011408,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3183,1,부산광역시,서구,충무쇼핑∼ 대진타워맨션간( 385742 ),,부산광역시 서구 남부민동 695,35.090691,129.024045,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3184,1,부산광역시,서구,공동어시장∼ 해원냉장앞( PS140536260 ),,부산광역시 서구 남부민동 695,35.086278,129.024773,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3185,1,부산광역시,서구,대진타워맨션∼ 대림아파트간( 1 5 2 2 2 3 6 ),,부산광역시 서구 남부민동 681,35.085064,129.024665,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3186,1,부산광역시,서구,대림아파트∼ 재활용센터간( LG141203438 ),,부산광역시 서구 암남동 95-44,35.081219,129.024626,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3187,1,부산광역시,서구,충무로타리∼ 충무쇼핑간( 1080785 ),,부산광역시 서구 충무동1가 26-18,35.095535,129.024197,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3188,1,부산광역시,서구,충무동로타리∼ 공동어시장( LG150289499 ),,부산광역시 서구 남부민동 695,35.087185,129.024671,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3189,1,부산광역시,서구,대림비치아파트∼ 암남동사간( TH141167719 ),,부산광역시 서구 암남동 111-5,35.080637,129.022847,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3190,1,부산광역시,서구,암남동사∼ 라이트하우스간( 1178642 ),,부산광역시 서구 암남동 676-2,35.079917,129.021638,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3191,1,부산광역시,서구,송도곡각지∼ 송도파출소간( 1 5 0 9 5 4 8 ),,부산광역시 서구 암남동 180-4,35.078904,129.020571,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3192,1,부산광역시,서구,고신대 정문 앞( 193738 ),,부산광역시 서구 암남동 34-2,35.081678,129.014171,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3193,1,부산광역시,서구,암남동 소년의집앞( 1 0 4 5 0 1 9 ),,부산광역시 서구 암남동 8-9,35.082038,129.013063,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3194,1,부산광역시,서구,동양강철∼ 동대로타리간(KH140471463),,부산광역시 서구 동대신동1가 144-1,35.109183,129.018706,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3195,1,부산광역시,서구,동대로타리∼ 베드로산부인과간( 766952 ),,부산광역시 서구 동대신동2가 375-1,35.111164,129.017454,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3196,1,부산광역시,서구,베드로산부인과∼ 구덕운동장간( 6412720 ),,부산광역시 서구 동대신동3가 351-1,35.113498963,129.01613812,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3197,1,부산광역시,서구,구덕주유소∼ 부용로타리간( LG150288572 ),,부산광역시 서구 서대신동1가 53,35.109154,129.018305,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3198,1,부산광역시,서구,부일이동통신∼ 동대로타리간( KH140412395 ),,부산광역시 서구 서대신동2가 64-1,35.110748,129.017331,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3199,1,부산광역시,서구,농협∼ 서대신우체국간( 135581 ),부산광역시 서구 구덕로 325,부산 서구 서대신동3가 389-1,35.112904,129.016115,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3200,1,부산광역시,서구,부민초등학교∼ 법원간( 0 3 7 6 9 1 7 ),,부산광역시 서구 부용동1가 71,35.105316,129.019964,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3201,1,부산광역시,서구,영락교회앞( 3 0 4 7 1 2 9 ),,부산광역시 서구 부민동1가 39,35.102514,129.020101,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3202,1,부산광역시,서구,부민파출소∼ 아미전화국간( 3 0 4 7 2 5 4 ),부산광역시 서구 구덕로 199,부산 서구 부민동2가 12-1,35.102463,129.019788,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3203,1,부산광역시,서구,동아대 부민캠퍼스 맞은편( 3 0 4 7 1 4 3 ),,부산광역시 서구 부용동1가 69-17,35.105658,129.020279,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3204,1,부산광역시,서구,토성중학∼ 전신전화국앞( 1305111 ),,부산광역시 서구 토성동3가 11-3,35.101017,129.019934,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3205,1,부산광역시,서구,송도윗길입구∼ 토성동국민은행간( 406610 ),,부산광역시 서구 토성동5가 59-1,35.098118,129.020759,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3206,1,부산광역시,서구,아미전화국∼ 대학병원간( 8 4 7 3 8 7 3 ),,부산광역시 서구 아미동1가 34,35.101047,129.019666,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3207,1,부산광역시,서구,부산대학병원 사거리∼ 송도윗길입구( 1070408 ),부산광역시 서구 구덕로 147,부산 서구 초장동 54-3,35.097973,129.020444,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3208,1,부산광역시,서구,충무동로타리 입구( 4347132 ),,부산광역시 서구 충무동1가 43-1,35.097097,129.025947,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3209,1,부산광역시,서구,충무동ABC볼링센터간( 372878 ),,부산광역시 서구 충무동1가 9-32,35.096623,129.023795,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3210,1,부산광역시,서구,부민초교앞,,부산광역시 서구 부용동2가 100,35.106515,129.020037,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3211,1,부산광역시,서구,부민초등학교 건너편( 141389386  ),,부산광역시 서구 부용동1가 62-6,35.106165,129.020335,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3212,1,부산광역시,서구,동대신교차로 주변,,부산광역시 서구 서대신동1가 53,35.109799,129.017822,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3213,1,부산광역시,서구,자갈치교차로조명탑,,부산광역시 서구 충무동1가 43-1,35.094985,129.025414,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3214,1,부산광역시,서구,서대로타리∼ 대티터널간( 6702992 ),,부산광역시 서구 서대신동2가 281-1,35.110658,129.011834,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3215,1,부산광역시,서구,서대로타리∼ 대티터널간( 6743256 ),부산광역시 서구 낙동대로 2,부산 서구 서대신동2가 340-1,35.111243,129.011942,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3216,1,부산광역시,서구,대영로타리∼ 부산터널간(TH151127844),,부산광역시 서구 동대신동1가 49,35.111572,129.022669,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3217,1,부산광역시,서구,대영고가로,,부산광역시 서구 동대신동2가 236,35.112586,129.020925,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3218,1,부산광역시,서구,삼익아파트 진입로∼ 부산은행간(0987822),,부산광역시 서구 동대신동2가 411-18,35.110784,129.019508,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3219,1,부산광역시,서구,서대로타리∼ (구)서구청간( 0376910 ),부산광역시 서구 대영로 28-1,부산 서구 서대신동1가 163-9,35.109512,129.014727,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
3220,1,부산광역시,서구,동대로타리∼ 서대로타리간( 9 0 2 7 6 0 6 ),부산광역시 서구 부용로 1,부산 서구 서대신동1가 60-13,35.109227,129.015826,03,Y,해당없음, ,N,N,Y,N,Y,Y,,,,,부산광역시 서구청,051-240-4672,2020-10-22,3260000,부산광역시 서구
