시도명,시군구명,읍/면/동
서울특별시,강동구,길동
전라남도,목포시,석현동
인천광역시,중구,운남동
전라남도,여수시,율촌면
경기도,안성시,공도읍
강원도,강릉시,옥천동
대구광역시,서구,평리동
부산광역시,사하구,신평동
충청남도,서천군,서천읍
경기도,양평군,용문면
충청남도,아산시,인주면
충청남도,홍성군,홍성읍
경상북도,구미시,원평동
전라북도,전주시완산구,서서학동
서울특별시,구로구,구로동
경상남도,함양군,함양읍
경기도,부천시,여월동
전라북도,전주시덕진구,반월동
충청남도,아산시,영인면
전라북도,익산시,삼기면
경기도,안성시,보개면
서울특별시,강남구,대치동
서울특별시,강남구,논현동
부산광역시,영도구,동삼동
대전광역시,서구,갈마동
부산광역시,연제구,연산동
경기도,화성시,마도면
경상북도,포항시남구,구룡포읍
전라북도,익산시,인화동1가
경기도,안성시,중리동
서울특별시,광진구,광장동
광주광역시,서구,화정동
인천광역시,서구,가정동
경기도,성남시분당구,구미동
경기도,파주시,탄현면
서울특별시,관악구,신림동
경기도,고양시일산동구,장항동
경기도,부천시,춘의동
경상남도,창녕군,고암면
전라남도,순천시,서면
경기도,화성시,송산면
서울특별시,구로구,고척동
부산광역시,강서구,대저2동
제주특별자치도,제주시,용담일동
경기도,평택시,현덕면
경기도,고양시일산동구,식사동
부산광역시,남구,대연동
서울특별시,서초구,서초동
충청남도,아산시,음봉면
부산광역시,해운대구,반송동
경기도,연천군,연천읍
부산광역시,부산진구,당감동
서울특별시,중구,신당동
경기도,안성시,금광면
전라북도,고창군,흥덕면
세종특별자치시,세종,조치원읍
전라북도,부안군,주산면
광주광역시,남구,봉선동
경상남도,거제시,능포동
충청남도,태안군,태안읍
경기도,안양시만안구,안양동
충청남도,서천군,한산면
경기도,파주시,월롱면
경기도,여주시,가남읍
전라남도,화순군,화순읍
서울특별시,중구,신당동
경기도,부천시,심곡동
충청남도,논산시,성동면
경상남도,통영시,광도면
경상북도,포항시북구,흥해읍
제주특별자치도,서귀포시,남원읍
충청남도,천안시동남구,대흥동
부산광역시,해운대구,우동
충청남도,천안시동남구,성남면
강원도,영월군,영월읍
대구광역시,달성군,구지면
충청북도,진천군,초평면
서울특별시,서대문구,대현동
경기도,수원시팔달구,우만동
경기도,용인시처인구,양지면
서울특별시,송파구,오금동
서울특별시,성북구,정릉동
서울특별시,구로구,구로동
경기도,시흥시,정왕동
경기도,성남시수정구,상적동
경상남도,김해시,외동
전라북도,전주시덕진구,진북동
서울특별시,관악구,신림동
대전광역시,중구,문화동
경기도,시흥시,정왕동
강원도,원주시,중앙동
충청남도,서천군,서천읍
경상남도,김해시,화목동
부산광역시,강서구,송정동
충청남도,홍성군,구항면
서울특별시,노원구,하계동
전라북도,전주시덕진구,진북동
대전광역시,대덕구,평촌동
서울특별시,강남구,개포동
제주특별자치도,제주시,일도이동
경상남도,의령군,의령읍
경기도,시흥시,무지내동
경상북도,김천시,평화동
경상북도,경산시,하양읍
경기도,화성시,매송면
대전광역시,서구,갈마동
서울특별시,강동구,천호동
서울특별시,동대문구,휘경동
충청남도,서산시,인지면
서울특별시,동작구,상도동
경기도,고양시덕양구,행신동
경기도,화성시,서신면
경기도,수원시영통구,망포동
강원도,동해시,천곡동
충청북도,진천군,이월면
경기도,파주시,파주읍
충청남도,천안시서북구,성거읍
경기도,안성시,고삼면
충청북도,청주시흥덕구,화계동
인천광역시,남동구,운연동
서울특별시,양천구,목동
경기도,여주시,대신면
경기도,평택시,서정동
경기도,양주시,백석읍
충청남도,당진시,우강면
경기도,이천시,설성면
대구광역시,중구,인교동
경기도,연천군,청산면
충청남도,서천군,시초면
경기도,남양주시,별내면
충청남도,서천군,화양면
경기도,의왕시,삼동
전라북도,정읍시,입암면
경기도,안성시,미양면
경기도,광주시,도척면
인천광역시,서구,마전동
경기도,남양주시,수동면
경기도,화성시,팔탄면
강원도,삼척시,마달동
충청남도,천안시서북구,직산읍
경기도,양주시,광적면
경기도,화성시,동탄면
서울특별시,관악구,남현동
강원도,철원군,서면
경기도,김포시,대곶면
대전광역시,동구,신안동
경기도,안산시상록구,건건동
서울특별시,서초구,양재동
부산광역시,사하구,다대동
서울특별시,구로구,구로동
경기도,파주시,탄현면
경기도,안양시동안구,관양동
전라남도,영암군,서호면
충청남도,천안시서북구,성환읍
경기도,양주시,백석읍
충청남도,청양군,정산면
경기도,양평군,양서면
부산광역시,서구,남부민동
경기도,평택시,서정동
강원도,원주시,부론면
충청남도,천안시서북구,성거읍
충청북도,보은군,속리산면
서울특별시,영등포구,당산동3가
충청북도,증평군,도안면
대구광역시,동구,백안동
충청남도,천안시동남구,구룡동
경기도,양평군,개군면
경기도,양평군,개군면
경기도,안성시,고삼면
서울특별시,구로구,구로동
대전광역시,서구,도안동
전라북도,완주군,삼례읍
경상남도,함양군,안의면
충청남도,태안군,이원면
대구광역시,동구,율하동
경기도,구리시,교문동
경기도,남양주시,와부읍
대구광역시,달서구,두류동
부산광역시,사하구,구평동
서울특별시,양천구,신월동
세종특별자치시,세종,고운동
서울특별시,서초구,신원동
경기도,화성시,매송면
부산광역시,기장군,정관읍
서울특별시,서대문구,홍은동
경상남도,통영시,광도면
경기도,고양시일산동구,중산동
경기도,평택시,평택동
경상남도,창원시 의창구,명서동
전라북도,무주군,부남면
경기도,파주시,월롱면
서울특별시,은평구,갈현동
서울특별시,성북구,정릉동
경상북도,구미시,신평동
부산광역시,사하구,구평동
경기도,파주시,파평면
충청북도,청주시흥덕구,옥산면
전라남도,광양시,광영동
경상남도,진주시,봉곡동
경기도,평택시,비전동
서울특별시,용산구,이태원동
부산광역시,사하구,신평동
충청북도,옥천군,동이면
인천광역시,강화군,강화읍
경기도,의정부시,의정부동
경상남도,창원시 진해구,두동
경기도,김포시,하성면
서울특별시,동대문구,용두동
경상남도,남해군,창선면
대구광역시,남구,대명동
전라남도,여수시,돌산읍
충청북도,청주시청원구,오창읍
충청남도,보령시,천북면
전라남도,함평군,학교면
경기도,군포시,대야미동
경상남도,창원시 의창구,북면
경기도,과천시,과천동
서울특별시,양천구,신월동
경상남도,창원시 의창구,대산면
전라남도,영광군,백수읍
서울특별시,강서구,화곡동
강원도,횡성군,횡성읍
경상남도,밀양시,산외면
서울특별시,광진구,구의동
경기도,파주시,금촌동
경기도,광주시,오포읍
서울특별시,구로구,오류동
경기도,가평군,설악면
충청남도,서천군,서천읍
부산광역시,사상구,학장동
경기도,하남시,초이동
충청북도,제천시,백운면
강원도,원주시,부론면
전라남도,나주시,금천면
인천광역시,강화군,교동면
부산광역시,사하구,장림동
전라남도,담양군,고서면
경기도,남양주시,진건읍
경상남도,함안군,칠원읍
경기도,여주시,금사면
서울특별시,구로구,구로동
강원도,홍천군,서석면
경기도,연천군,장남면
경상북도,영주시,문정동
강원도,원주시,부론면
충청북도,청주시서원구,분평동
강원도,영월군,주천면
대전광역시,동구,낭월동
충청남도,부여군,부여읍
충청남도,당진시,면천면
경기도,양주시,장흥면
충청북도,음성군,삼성면
경기도,가평군,가평읍
강원도,홍천군,내촌면
경상남도,합천군,합천읍
서울특별시,마포구,대흥동
전라남도,담양군,창평면
강원도,철원군,동송읍
강원도,횡성군,둔내면
경기도,양평군,양동면
울산광역시,남구,야음동
경기도,광주시,역동
서울특별시,강북구,미아동
전라북도,익산시,신용동
충청남도,천안시동남구,성남면
경기도,화성시,향남읍
경기도,고양시덕양구,화정동
경기도,가평군,상면
충청남도,공주시,계룡면
경기도,포천시,신북면
경기도,화성시,마도면
부산광역시,금정구,서동
충청남도,홍성군,장곡면
강원도,화천군,상서면
전라남도,함평군,함평읍
경기도,양평군,양평읍
강원도,홍천군,화촌면
경기도,김포시,고촌읍
강원도,춘천시,서면
경기도,파주시,진동면
경상남도,함양군,마천면
강원도,양양군,현북면
경상남도,김해시,한림면
충청남도,당진시,신평면
전라북도,전주시완산구,효자동3가
경기도,성남시수정구,태평동
강원도,정선군,화암면
경기도,광주시,오포읍
인천광역시,남구,도화동
전라북도,진안군,백운면
경기도,이천시,부발읍
충청북도,제천시,송학면
경기도,용인시처인구,유방동
경상북도,영천시,금호읍
강원도,삼척시,남양동
충청북도,청주시상당구,영운동
인천광역시,서구,원창동
경기도,안성시,대덕면
서울특별시,노원구,상계동
경기도,화성시,반송동
경기도,성남시수정구,신흥동
대전광역시,유성구,교촌동
경기도,용인시처인구,모현면
충청북도,진천군,백곡면
울산광역시,남구,장생포동
경기도,안성시,미양면
경상북도,상주시,공검면
경상남도,창원시 마산합포구,진동면
세종특별자치시,세종,대평동
경기도,광명시,하안동
세종특별자치시,세종,연서면
서울특별시,금천구,독산동
경기도,의정부시,호원동
경상북도,영천시,금호읍
경상북도,구미시,도량동
서울특별시,용산구,이태원동
충청남도,당진시,면천면
서울특별시,강동구,고덕동
경기도,파주시,광탄면
충청남도,서천군,문산면
전라남도,구례군,산동면
경상북도,경주시,충효동
경기도,포천시,가산면
서울특별시,금천구,가산동
강원도,정선군,여량면
경기도,성남시분당구,삼평동
경기도,성남시중원구,중앙동
경기도,의정부시,가능동
제주특별자치도,서귀포시,안덕면
서울특별시,동작구,신대방동
경상남도,양산시,원동면
경기도,여주시,창동
인천광역시,부평구,청천동
경상남도,함양군,함양읍
대구광역시,북구,복현동
경상남도,진주시,상대동
대구광역시,중구,남산동
광주광역시,광산구,운남동
인천광역시,부평구,삼산동
전라남도,진도군,지산면
서울특별시,양천구,신월동
인천광역시,남동구,만수동
전라남도,나주시,관정동
경기도,수원시팔달구,인계동
서울특별시,강남구,대치동
세종특별자치시,세종,조치원읍
강원도,원주시,지정면
경기도,양평군,개군면
서울특별시,동대문구,장안동
광주광역시,북구,청풍동
서울특별시,중구,남대문로5가
충청남도,보령시,신흑동
경기도,가평군,상면
서울특별시,강동구,강일동
경상북도,안동시,옥동
서울특별시,관악구,신림동
서울특별시,강남구,청담동
경기도,포천시,가산면
인천광역시,중구,중산동
대구광역시,동구,신암동
경기도,군포시,둔대동
대전광역시,대덕구,신일동
광주광역시,서구,치평동
경기도,부천시,소사본동
경기도,용인시처인구,양지면
경기도,시흥시,월곶동
강원도,인제군,북면
광주광역시,북구,용봉동
부산광역시,기장군,일광면
경기도,광주시,도척면
전라북도,진안군,성수면
서울특별시,서대문구,대신동
제주특별자치도,제주시,회천동
경기도,여주시,능서면
경기도,화성시,봉담읍
부산광역시,사하구,당리동
경기도,성남시수정구,상적동
강원도,원주시,학성동
서울특별시,도봉구,방학동
경기도,안성시,죽산면
경상남도,창원시 마산합포구,진동면
경기도,고양시덕양구,성사동
전라북도,전주시완산구,효자동3가
경기도,시흥시,은행동
충청남도,아산시,온천동
전라남도,고흥군,고흥읍
서울특별시,성동구,성수동2가
충청남도,보령시,신흑동
강원도,원주시,개운동
경기도,연천군,전곡읍
경기도,부천시,오정동
경기도,시흥시,논곡동
경기도,남양주시,오남읍
충청남도,홍성군,서부면
충청남도,홍성군,홍성읍
서울특별시,영등포구,양평동6가
대전광역시,동구,홍도동
경상북도,안동시,풍산읍
경기도,양주시,삼숭동
경기도,성남시분당구,운중동
대전광역시,유성구,반석동
전라남도,순천시,낙안면
충청북도,청주시청원구,내수읍
충청남도,서천군,문산면
충청남도,보령시,천북면
경상남도,의령군,의령읍
충청남도,홍성군,홍성읍
서울특별시,서대문구,북아현동
충청남도,부여군,은산면
충청북도,청주시상당구,금천동
충청남도,당진시,고대면
부산광역시,기장군,정관읍
충청북도,진천군,덕산면
경기도,시흥시,정왕동
서울특별시,강서구,화곡동
충청북도,괴산군,불정면
경기도,파주시,광탄면
경기도,시흥시,신천동
인천광역시,남구,용현동
서울특별시,영등포구,신길동
서울특별시,동대문구,휘경동
경상북도,문경시,농암면
부산광역시,기장군,기장읍
서울특별시,성북구,보문동4가
경상남도,진주시,충무공동
서울특별시,동작구,대방동
강원도,정선군,정선읍
경기도,화성시,팔탄면
경상북도,칠곡군,석적읍
울산광역시,울주군,언양읍
경상남도,밀양시,하남읍
부산광역시,수영구,광안동
경기도,동두천시,지행동
경기도,동두천시,생연동
경상남도,창원시 성산구,가음정동
전라남도,영광군,묘량면
광주광역시,북구,용봉동
서울특별시,광진구,중곡동
제주특별자치도,제주시,이도이동
충청남도,예산군,봉산면
경기도,안양시동안구,호계동
충청남도,공주시,유구읍
대구광역시,서구,내당동
전라북도,익산시,모현동1가
전라남도,순천시,남정동
충청북도,음성군,감곡면
경기도,고양시덕양구,행주외동
부산광역시,사상구,덕포동
부산광역시,영도구,신선동1가
충청북도,충주시,용산동
충청남도,부여군,초촌면
제주특별자치도,서귀포시,남원읍
경기도,성남시분당구,금곡동
서울특별시,성북구,장위동
경상남도,창원시 마산회원구,석전동
충청남도,부여군,홍산면
경상북도,영천시,화남면
경기도,남양주시,지금동
서울특별시,서초구,서초동
서울특별시,서대문구,창천동
경상남도,양산시,주남동
서울특별시,도봉구,창동
경상남도,김해시,상동면
강원도,횡성군,우천면
경기도,시흥시,정왕동
경기도,포천시,일동면
대구광역시,달서구,장동
경상북도,영천시,화산면
부산광역시,수영구,광안동
충청남도,아산시,영인면
인천광역시,강화군,길상면
전라남도,영암군,삼호읍
충청남도,청양군,대치면
충청남도,부여군,부여읍
경기도,김포시,풍무동
전라남도,광양시,황금동
서울특별시,동대문구,신설동
경기도,화성시,봉담읍
경기도,수원시권선구,탑동
경상남도,진주시,문산읍
부산광역시,기장군,기장읍
인천광역시,연수구,연수동
충청남도,당진시,송산면
서울특별시,종로구,평창동
서울특별시,관악구,봉천동
경기도,화성시,우정읍
서울특별시,도봉구,창동
부산광역시,부산진구,범천동
충청북도,청주시상당구,문의면
충청북도,진천군,진천읍
경기도,하남시,감이동
대구광역시,달서구,용산동
서울특별시,서대문구,남가좌동
경기도,성남시분당구,백현동
세종특별자치시,세종,고운동
광주광역시,남구,방림동
경상북도,청송군,진보면
경상북도,포항시북구,기계면
경기도,가평군,가평읍
경기도,김포시,하성면
경상남도,통영시,무전동
전라남도,순천시,외서면
전라북도,정읍시,소성면
전라남도,광양시,태인동
경기도,고양시덕양구,지축동
경기도,용인시처인구,이동면
대전광역시,유성구,상대동
인천광역시,계양구,동양동
제주특별자치도,서귀포시,서호동
경기도,수원시팔달구,인계동
경기도,안성시,서운면
충청남도,예산군,신양면
서울특별시,구로구,개봉동
서울특별시,노원구,월계동
경기도,부천시,계수동
광주광역시,광산구,송산동
충청남도,예산군,오가면
충청남도,청양군,운곡면
서울특별시,은평구,역촌동
서울특별시,금천구,가산동
경상남도,함안군,가야읍
경기도,수원시권선구,세류동
부산광역시,해운대구,중동
경기도,포천시,일동면
서울특별시,노원구,월계동
대전광역시,대덕구,중리동
전라북도,군산시,나운동
경기도,평택시,서탄면
서울특별시,관악구,봉천동
충청북도,충주시,주덕읍
경상남도,창원시 의창구,북면
경기도,여주시,점동면
경기도,수원시팔달구,교동
강원도,원주시,우산동
경상북도,경주시,평동
제주특별자치도,제주시,구좌읍
경상남도,창원시 의창구,사림동
서울특별시,노원구,중계동
경기도,군포시,금정동
서울특별시,강서구,외발산동
강원도,양양군,현북면
경기도,시흥시,대야동
경기도,화성시,향남읍
경기도,고양시덕양구,화정동
부산광역시,북구,금곡동
대전광역시,중구,문화동
전라북도,군산시,문화동
광주광역시,광산구,장덕동
경기도,안성시,대덕면
서울특별시,광진구,자양동
경상북도,김천시,신음동
강원도,횡성군,횡성읍
경상남도,김해시,한림면
충청남도,논산시,대교동
경기도,안양시동안구,호계동
서울특별시,성북구,동소문동5가
인천광역시,옹진군,북도면
경상남도,김해시,외동
경기도,안산시상록구,장상동
경상남도,함안군,칠서면
경상북도,경산시,와촌면
전라남도,담양군,수북면
경상북도,경주시,강동면
경기도,화성시,송산면
제주특별자치도,서귀포시,대포동
충청남도,예산군,신양면
전라북도,무주군,적상면
충청남도,논산시,연산면
서울특별시,강서구,화곡동
충청남도,태안군,남면
부산광역시,사하구,구평동
충청남도,서산시,잠홍동
강원도,철원군,갈말읍
경기도,평택시,팽성읍
울산광역시,울주군,언양읍
충청남도,당진시,석문면
충청남도,아산시,영인면
충청남도,홍성군,광천읍
세종특별자치시,세종,연동면
경기도,시흥시,정왕동
전라남도,무안군,삼향읍
서울특별시,구로구,구로동
광주광역시,광산구,고룡동
제주특별자치도,제주시,노형동
서울특별시,구로구,궁동
경기도,파주시,신촌동
경기도,화성시,팔탄면
전라북도,고창군,고창읍
전라북도,완주군,소양면
인천광역시,남동구,남촌동
전라북도,김제시,요촌동
경기도,평택시,현덕면
경기도,화성시,봉담읍
충청남도,예산군,예산읍
광주광역시,광산구,연산동
서울특별시,영등포구,대림동
경기도,평택시,장안동
경기도,광명시,소하동
충청남도,홍성군,홍북면
인천광역시,남구,주안동
충청남도,천안시서북구,성환읍
경기도,연천군,왕징면
경기도,하남시,망월동
전라남도,해남군,북평면
경상남도,김해시,생림면
경기도,고양시일산서구,덕이동
인천광역시,남동구,만수동
경기도,의정부시,의정부동
경기도,파주시,적성면
경기도,안산시상록구,월피동
충청남도,예산군,고덕면
대전광역시,대덕구,와동
경기도,화성시,반정동
인천광역시,남동구,남촌동
전라북도,임실군,오수면
서울특별시,강남구,역삼동
경기도,양평군,지평면
전라북도,부안군,진서면
경기도,고양시일산동구,식사동
충청남도,서천군,마서면
대전광역시,유성구,관평동
전라남도,영암군,삼호읍
부산광역시,동래구,사직동
부산광역시,부산진구,전포동
경상남도,거창군,가조면
제주특별자치도,서귀포시,안덕면
경기도,시흥시,정왕동
경기도,고양시일산서구,가좌동
서울특별시,성북구,정릉동
충청북도,진천군,초평면
충청남도,금산군,남이면
인천광역시,계양구,갈현동
경상남도,김해시,생림면
경기도,파주시,법원읍
경상북도,봉화군,물야면
경상북도,영천시,자양면
전라남도,장흥군,안양면
경기도,여주시,하거동
경기도,안양시동안구,관양동
경기도,고양시일산동구,설문동
세종특별자치시,세종,연기면
서울특별시,동작구,흑석동
전라남도,화순군,청풍면
충청남도,서산시,대산읍
부산광역시,동래구,온천동
서울특별시,종로구,통인동
충청북도,청주시청원구,내덕동
서울특별시,양천구,신정동
경기도,의왕시,오전동
경기도,의정부시,낙양동
광주광역시,광산구,소촌동
광주광역시,남구,승촌동
대전광역시,동구,가오동
경상남도,진주시,상대동
경기도,연천군,청산면
서울특별시,송파구,신천동
서울특별시,마포구,성산동
서울특별시,광진구,자양동
경상남도,사천시,용강동
경기도,포천시,신읍동
부산광역시,사하구,장림동
인천광역시,남동구,만수동
경기도,화성시,우정읍
서울특별시,강남구,청담동
서울특별시,성북구,상월곡동
충청북도,청주시상당구,가덕면
대전광역시,유성구,봉명동
광주광역시,서구,치평동
경기도,고양시일산서구,일산동
전라북도,순창군,금과면
경상남도,김해시,대청동
경상북도,김천시,아포읍
경상북도,경주시,외동읍
충청북도,진천군,초평면
경기도,안산시단원구,성곡동
전라북도,군산시,나운동
광주광역시,광산구,운남동
부산광역시,수영구,광안동
서울특별시,강서구,화곡동
경기도,고양시덕양구,고양동
전라남도,여수시,학동
경기도,남양주시,진건읍
경기도,시흥시,정왕동
경기도,포천시,관인면
전라남도,여수시,국동
경상북도,상주시,복룡동
광주광역시,서구,덕흥동
강원도,원주시,소초면
경기도,수원시영통구,매탄동
전라북도,남원시,광치동
제주특별자치도,제주시,애월읍
경기도,수원시장안구,연무동
부산광역시,중구,남포동5가
강원도,화천군,사내면
충청남도,예산군,예산읍
부산광역시,서구,부용동2가
충청남도,홍성군,홍성읍
서울특별시,양천구,목동
경상북도,울진군,죽변면
경기도,광주시,오포읍
제주특별자치도,제주시,오라이동
충청남도,천안시동남구,문화동
경기도,시흥시,신천동
부산광역시,강서구,대저2동
경기도,김포시,하성면
전라남도,장흥군,장동면
광주광역시,광산구,진곡동
전라북도,고창군,무장면
경기도,광명시,가학동
경상남도,하동군,화개면
울산광역시,울주군,언양읍
전라남도,영광군,대마면
전라북도,부안군,동진면
경기도,부천시,원미동
충청남도,태안군,안면읍
경상남도,거창군,가조면
경기도,여주시,점동면
경상북도,포항시남구,대잠동
강원도,원주시,소초면
부산광역시,동래구,복천동
전라남도,장흥군,장흥읍
부산광역시,부산진구,전포동
경상북도,경주시,인왕동
전라남도,담양군,담양읍
부산광역시,수영구,남천동
전라북도,익산시,망성면
서울특별시,양천구,신정동
전라남도,나주시,다시면
경기도,안성시,서운면
충청남도,아산시,신창면
경기도,광주시,오포읍
충청남도,홍성군,홍북면
전라남도,함평군,손불면
경기도,화성시,송산면
서울특별시,성북구,정릉동
인천광역시,계양구,선주지동
전라남도,구례군,문척면
전라남도,장흥군,장평면
강원도,강릉시,안현동
경기도,광주시,퇴촌면
경기도,이천시,백사면
전라남도,나주시,문평면
인천광역시,강화군,불은면
충청북도,청주시청원구,오창읍
전라북도,김제시,요촌동
경기도,파주시,탄현면
서울특별시,서대문구,대현동
강원도,춘천시,서면
인천광역시,남동구,논현동
경기도,평택시,서탄면
경상북도,칠곡군,가산면
서울특별시,중랑구,망우동
강원도,홍천군,두촌면
전라남도,곡성군,곡성읍
경기도,화성시,남양읍
경기도,파주시,적성면
강원도,삼척시,남양동
서울특별시,강북구,번동
경기도,남양주시,진접읍
대구광역시,동구,서호동
제주특별자치도,제주시,노형동
경상북도,포항시남구,연일읍
경기도,파주시,조리읍
경상북도,영양군,입암면
경상북도,고령군,고령읍
충청남도,부여군,옥산면
강원도,강릉시,성산면
충청남도,아산시,신창면
세종특별자치시,세종,장군면
전라남도,보성군,보성읍
전라남도,완도군,완도읍
충청남도,논산시,은진면
충청남도,금산군,복수면
전라남도,영암군,미암면
부산광역시,북구,구포동
충청북도,증평군,증평읍
전라북도,임실군,관촌면
서울특별시,강서구,등촌동
경상남도,김해시,이동
경상북도,예천군,예천읍
부산광역시,기장군,정관읍
경기도,포천시,영북면
광주광역시,서구,유촌동
경기도,고양시덕양구,화정동
충청남도,논산시,노성면
부산광역시,해운대구,반여동
경기도,안양시만안구,안양동
경상남도,양산시,동면
충청남도,당진시,합덕읍
전라북도,순창군,순창읍
충청남도,계룡시,두마면
전라남도,영광군,영광읍
서울특별시,강남구,역삼동
광주광역시,광산구,신동
전라북도,정읍시,덕천면
전라북도,고창군,고창읍
강원도,원주시,신림면
강원도,평창군,대관령면
부산광역시,부산진구,연지동
충청남도,서산시,음암면
경상남도,김해시,진영읍
경상남도,진주시,미천면
경기도,남양주시,오남읍
경기도,광명시,철산동
충청북도,보은군,마로면
서울특별시,광진구,자양동
전라북도,부안군,행안면
충청남도,홍성군,홍북면
강원도,원주시,일산동
충청남도,홍성군,홍성읍
경상남도,양산시,어곡동
충청북도,진천군,광혜원면
경기도,안성시,신소현동
경상남도,밀양시,가곡동
경상북도,고령군,성산면
부산광역시,부산진구,전포동
대전광역시,서구,괴곡동
인천광역시,연수구,연수동
경상남도,밀양시,부북면
대전광역시,서구,둔산동
경상남도,산청군,신등면
충청남도,홍성군,홍성읍
제주특별자치도,제주시,용담삼동
서울특별시,금천구,시흥동
충청남도,논산시,벌곡면
경기도,부천시,중동
울산광역시,울주군,온산읍
대구광역시,달서구,신당동
경상북도,경주시,천북면
부산광역시,부산진구,부전동
경기도,남양주시,조안면
제주특별자치도,제주시,이도이동
경상남도,거창군,거창읍
경상북도,칠곡군,북삼읍
충청남도,아산시,음봉면
전라북도,부안군,부안읍
충청남도,당진시,송산면
서울특별시,종로구,필운동
전라남도,고흥군,남양면
부산광역시,사하구,장림동
경기도,수원시영통구,매탄동
강원도,양구군,남면
경상남도,하동군,악양면
충청남도,천안시서북구,성정동
전라남도,영광군,묘량면
경기도,용인시수지구,동천동
전라남도,여수시,봉산동
제주특별자치도,제주시,일도이동
부산광역시,부산진구,가야동
경기도,화성시,동탄면
경기도,김포시,통진읍
서울특별시,영등포구,신길동
세종특별자치시,세종,연서면
서울특별시,중랑구,면목동
부산광역시,사상구,감전동
경상북도,경주시,성건동
경상북도,경주시,외동읍
부산광역시,영도구,봉래동4가
경상북도,구미시,공단동
충청남도,아산시,온천동
경상남도,창원시 마산합포구,진동면
전라남도,나주시,다시면
경기도,하남시,천현동
경기도,평택시,진위면
서울특별시,광진구,능동
경기도,화성시,마도면
경상남도,창원시 진해구,자은동
경상남도,창원시 마산합포구,진동면
전라북도,전주시완산구,효자동3가
경기도,양평군,강하면
충청남도,청양군,청양읍
충청남도,보령시,신흑동
경상북도,안동시,북후면
충청북도,음성군,원남면
서울특별시,은평구,응암동
경기도,화성시,양감면
경상북도,상주시,공검면
울산광역시,중구,복산동
전라남도,영광군,군남면
서울특별시,관악구,남현동
경기도,이천시,율면
경상북도,김천시,아포읍
강원도,삼척시,미로면
경기도,화성시,향남읍
경기도,의정부시,금오동
부산광역시,사상구,주례동
전라남도,고흥군,포두면
대구광역시,북구,구암동
인천광역시,동구,화수동
부산광역시,수영구,광안동
서울특별시,강서구,개화동
경상북도,청송군,안덕면
제주특별자치도,서귀포시,강정동
충청남도,서천군,장항읍
서울특별시,강동구,성내동
광주광역시,광산구,지정동
서울특별시,강북구,번동
전라남도,영광군,홍농읍
부산광역시,영도구,동삼동
경기도,남양주시,진접읍
전라북도,전주시덕진구,우아동3가
충청남도,예산군,삽교읍
경상남도,남해군,상주면
경기도,남양주시,진건읍
경기도,용인시처인구,포곡읍
경기도,광명시,철산동
세종특별자치시,세종,금남면
광주광역시,광산구,우산동
서울특별시,종로구,관훈동
경기도,시흥시,포동
전라남도,보성군,벌교읍
전라북도,고창군,대산면
경기도,안성시,미양면
전라북도,전주시완산구,효자동3가
경기도,양평군,단월면
인천광역시,서구,가좌동
전라북도,부안군,백산면
경상남도,김해시,삼방동
인천광역시,부평구,부평동
전라북도,부안군,행안면
제주특별자치도,제주시,오등동
전라북도,군산시,나포면
강원도,철원군,갈말읍
경기도,동두천시,상패동
경상남도,진주시,미천면
제주특별자치도,서귀포시,표선면
충청북도,괴산군,불정면
강원도,원주시,소초면
제주특별자치도,서귀포시,남원읍
울산광역시,울주군,범서읍
전라북도,전주시덕진구,원동
충청남도,태안군,고남면
부산광역시,사상구,주례동
전라북도,임실군,운암면
경기도,부천시,옥길동
인천광역시,연수구,연수동
전라남도,순천시,연향동
경상북도,고령군,성산면
부산광역시,금정구,청룡동
충청남도,부여군,부여읍
경상남도,통영시,인평동
부산광역시,기장군,정관읍
전라북도,익산시,삼기면
경기도,파주시,하지석동
부산광역시,강서구,대저1동
부산광역시,강서구,명지동
경기도,오산시,외삼미동
전라남도,함평군,월야면
강원도,고성군,현내면
부산광역시,동구,수정동
강원도,원주시,지정면
서울특별시,광진구,중곡동
경상남도,하동군,양보면
경기도,양평군,서종면
대구광역시,동구,불로동
경상남도,함안군,가야읍
경기도,파주시,조리읍
전라북도,완주군,고산면
부산광역시,금정구,구서동
제주특별자치도,제주시,한경면
전라북도,정읍시,고부면
대구광역시,수성구,매호동
전라남도,무안군,일로읍
전라남도,나주시,봉황면
충청남도,예산군,신암면
충청남도,천안시서북구,성환읍
울산광역시,울주군,온산읍
대구광역시,서구,비산동
경기도,남양주시,와부읍
서울특별시,성북구,석관동
경기도,화성시,남양읍
경기도,포천시,신북면
경기도,평택시,오성면
대전광역시,중구,문창동
강원도,양구군,방산면
서울특별시,노원구,하계동
경기도,의왕시,이동
경기도,동두천시,상패동
전라북도,김제시,만경읍
서울특별시,관악구,봉천동
전라북도,무주군,안성면
충청남도,보령시,천북면
충청북도,충주시,살미면
광주광역시,광산구,선암동
경기도,평택시,합정동
대구광역시,달서구,갈산동
충청남도,예산군,고덕면
충청남도,천안시동남구,안서동
경기도,평택시,오성면
경기도,평택시,서탄면
전라북도,정읍시,소성면
경기도,이천시,백사면
경기도,남양주시,진접읍
전라남도,목포시,상동
서울특별시,성북구,정릉동
충청북도,충주시,주덕읍
인천광역시,남동구,고잔동
경기도,김포시,하성면
전라북도,순창군,쌍치면
충청남도,천안시서북구,신당동
경기도,고양시덕양구,내유동
